Day;Hour;Price (Kč/MWh)
06.06.2024;13;565,13
06.06.2024;14;442,2
06.06.2024;15;574,74
06.06.2024;16;730,18
06.06.2024;17;1 408,14
06.06.2024;18;2 261,99
06.06.2024;19;2 570,66
06.06.2024;20;2 955,46
06.06.2024;21;3 892,33
06.06.2024;22;4 024,13
06.06.2024;23;3 204,27
06.06.2024;24;2 663,29
07.06.2024;1;2 530,00
07.06.2024;2;2 348,63
07.06.2024;3;2 226,50
07.06.2024;4;2 110,99
07.06.2024;5;2 028,91
07.06.2024;6;2 357,97
07.06.2024;7;2 790,25
07.06.2024;8;2 895,92
07.06.2024;9;2 506,65
07.06.2024;10;1 935,53
07.06.2024;11;1 499,57
07.06.2024;12;1 017,16
07.06.2024;13;833,34
07.06.2024;14;623,22
07.06.2024;15;410,65
07.06.2024;16;220,93
07.06.2024;17;618,8
07.06.2024;18;1 559,78
07.06.2024;19;2 390,66
07.06.2024;20;3 076,05
07.06.2024;21;3 671,75
07.06.2024;22;3 701,98
07.06.2024;23;3 071,88
07.06.2024;24;2 540,81
08.06.2024;1;2 492,64
08.06.2024;2;2 286,70
08.06.2024;3;2 124,51
08.06.2024;4;2 066,27
08.06.2024;5;2 067,00
08.06.2024;6;2 034,32
08.06.2024;7;1 971,41
08.06.2024;8;1 562,48
08.06.2024;9;1 043,95
08.06.2024;10;297,6
08.06.2024;11;-5,41
08.06.2024;12;-56,77
08.06.2024;13;-255,33
08.06.2024;14;-588,57
08.06.2024;15;-745,85
08.06.2024;16;-513,13
08.06.2024;17;-84,05
08.06.2024;18;327,34
08.06.2024;19;1 567,15
08.06.2024;20;2 001,63
08.06.2024;21;2 327,74
08.06.2024;22;2 011,46
08.06.2024;23;2 397,78
08.06.2024;24;1 928,65
09.06.2024;1;1 825,43
09.06.2024;2;1 559,28
09.06.2024;3;1 008,56
09.06.2024;4;309,4
09.06.2024;5;372,56
09.06.2024;6;212,82
09.06.2024;7;143,76
09.06.2024;8;54,56
09.06.2024;9;-4,67
09.06.2024;10;-50,38
09.06.2024;11;-189,72
09.06.2024;12;-372,31
09.06.2024;13;-606,51
09.06.2024;14;-797,46
09.06.2024;15;-912,72
09.06.2024;16;-709,23
09.06.2024;17;-29,74
09.06.2024;18;210,12
09.06.2024;19;1 935,77
09.06.2024;20;2 396,55
09.06.2024;21;2 830,30
09.06.2024;22;2 599,05
09.06.2024;23;2 661,96
09.06.2024;24;2 392,87
